 # beta   magnetization   energy
  0.10000000000000001        8.8499999999999939E-004  -9.9428000000000322E-002
  0.11414141414141414        1.2990000000000011E-003 -0.11436800000000000     
  0.12828282828282828        1.9149999999999994E-003 -0.12692799999999990     
  0.14242424242424243        1.6049999999999994E-003 -0.14179199999999956     
  0.15656565656565657       -1.8689999999999983E-003 -0.15560200000000027     
  0.17070707070707070        1.7699999999999999E-004 -0.16774800000000042     
  0.18484848484848485       -1.2899999999999940E-004 -0.18298600000000098     
  0.19898989898989899       -7.5599999999999962E-004 -0.19543000000000155     
  0.21313131313131312       -9.8499999999999825E-004 -0.20905200000000199     
  0.22727272727272727       -1.6200000000000060E-004 -0.22196800000000214     
  0.24141414141414141        5.8100000000000068E-004 -0.23591800000000138     
  0.25555555555555554       -1.3530000000000031E-003 -0.24981599999999979     
  0.26969696969696966       -6.8600000000000009E-004 -0.26407599999999848     
  0.28383838383838383       -1.1489999999999998E-003 -0.27702799999999889     
  0.29797979797979801        1.5199999999999963E-004 -0.29015399999999791     
  0.31212121212121213       -3.1299999999999915E-004 -0.30201799999999790     
  0.32626262626262625        4.6699999999999899E-004 -0.31481399999999793     
  0.34040404040404038       -6.2190000000000023E-003 -0.32760399999999879     
  0.35454545454545450       -4.0200000000000045E-004 -0.34144799999999847     
  0.36868686868686873       -2.4050000000000018E-003 -0.35211199999999970     
  0.38282828282828285       -2.7369999999999951E-003 -0.36404399999999976     
  0.39696969696969697       -1.0340000000000065E-003 -0.37667999999999974     
  0.41111111111111109       -7.3299999999999949E-004 -0.38834800000000080     
  0.42525252525252522       -5.1679999999999972E-003 -0.40329200000000048     
  0.43939393939393934       -4.2700000000000160E-004 -0.41271200000000008     
  0.45353535353535357        7.0999999999999742E-004 -0.42440200000000072     
  0.46767676767676769       -2.6739999999999963E-003 -0.43527000000000238     
  0.48181818181818181        1.0480000000000005E-003 -0.45042400000000310     
  0.49595959595959593       -9.6439999999999703E-003 -0.45794600000000207     
  0.51010101010101006        1.5409999999999970E-003 -0.47070000000000251     
  0.52424242424242418        2.0989999999999993E-003 -0.48138200000000186     
  0.53838383838383841        3.2039999999999985E-003 -0.49160000000000109     
  0.55252525252525253        4.4959999999999896E-003 -0.50175399999999948     
  0.56666666666666665        7.1640000000000046E-003 -0.51244999999999896     
  0.58080808080808077       -4.6649999999999955E-003 -0.52281199999999861     
  0.59494949494949489       -5.5520000000000014E-003 -0.53391799999999723     
  0.60909090909090902       -6.7030000000000058E-003 -0.54371599999999531     
  0.62323232323232314       -5.8299999999999867E-004 -0.55206399999999656     
  0.63737373737373737        1.0370000000000012E-003 -0.56259999999999755     
  0.65151515151515149        9.0599999999999730E-004 -0.57332799999999806     
  0.66565656565656561       -7.4430000000000095E-003 -0.58260199999999718     
  0.67979797979797973       -7.7699999999999915E-004 -0.59267199999999698     
  0.69393939393939386        5.2089999999999958E-003 -0.60022999999999782     
  0.70808080808080798       -6.7459999999999994E-003 -0.60993599999999715     
  0.72222222222222221        4.3849999999999957E-003 -0.61792199999999808     
  0.73636363636363633       -1.3306999999999989E-002 -0.62624799999999770     
  0.75050505050505045       -1.8489999999999967E-003 -0.63528999999999780     
  0.76464646464646457       -1.4769999999999911E-003 -0.64330399999999910     
  0.77878787878787870       -1.1501999999999995E-002 -0.65162399999999798     
  0.79292929292929282       -2.4540000000000035E-003 -0.65956999999999844     
  0.80707070707070705        3.3879999999999960E-003 -0.66863199999999823     
  0.82121212121212117        9.2249999999999867E-003 -0.67521999999999971     
  0.83535353535353529       -1.3976999999999982E-002 -0.68485200000000102     
  0.84949494949494941       -2.1970000000000106E-003 -0.68989200000000017     
  0.86363636363636354       -6.6749999999999969E-003 -0.69976400000000127     
